TIME,STUWVAK,VERSCHIL,Q,year
2021-01-04 00:00:00+00:00,104FKW_104FVW,0.09570834999999996,0.2266111110555556,2021
2021-01-05 00:00:00+00:00,104FKW_104FVW,0.0848853708333334,0.1879552095625,2021
2021-01-06 00:00:00+00:00,104FKW_104FVW,0.08939579166666663,0.19863541627083334,2021
2021-01-07 00:00:00+00:00,104FKW_104FVW,0.08897914999999998,0.21054062504166665,2021
2021-01-08 00:00:00+00:00,104FKW_104FVW,0.08896877916666661,0.21467395837499997,2021
2021-01-09 00:00:00+00:00,104FKW_104FVW,0.08174992083333325,0.20452604158333332,2021
2021-01-10 00:00:00+00:00,104FKW_104FVW,0.08116670833333335,0.21952395875,2021
2021-01-11 00:00:00+00:00,104FKW_104FVW,0.0788750291666666,0.17724791633333334,2021
2021-01-12 00:00:00+00:00,104FKW_104FVW,0.087083325,0.15501979333333332,2021
2021-01-13 00:00:00+00:00,104FKW_104FVW,0.09444800833333328,0.143139583625,2021
2021-01-14 00:00:00+00:00,104FKW_104FVW,0.07890627500000014,0.13456354266666667,2021
2021-01-15 00:00:00+00:00,104FKW_104FVW,0.07497914166666664,0.13540729099999999,2021
2021-01-16 00:00:00+00:00,104FKW_104FVW,0.07288534166666671,0.14227708316666665,2021
2021-01-17 00:00:00+00:00,104FKW_104FVW,0.0786978750000001,0.15208437495833332,2021
2021-01-18 00:00:00+00:00,104FKW_104FVW,0.08535412916666668,0.15506874908333335,2021
2021-01-19 00:00:00+00:00,104FKW_104FVW,0.1231250708333334,0.199162500625,2021
2021-01-20 00:00:00+00:00,104FKW_104FVW,0.1376354375000001,0.18626041720833333,2021
2021-01-21 00:00:00+00:00,104FKW_104FVW,0.12845834583333324,0.169859375375,2021
2021-01-22 00:00:00+00:00,104FKW_104FVW,0.1306249958333334,0.1807531255833333,2021
2021-01-23 00:00:00+00:00,104FKW_104FVW,0.12341675,0.15292604258333334,2021
2021-01-24 00:00:00+00:00,104FKW_104FVW,0.12759377500000002,0.169445833625,2021
2021-01-25 00:00:00+00:00,104FKW_104FVW,0.1143645958333334,0.157260417,2021
2021-01-26 00:00:00+00:00,104FKW_104FVW,0.1229271208333333,0.18194166704166667,2021
2021-01-27 00:00:00+00:00,104FKW_104FVW,0.12413538333333335,0.17204791683333334,2021
2021-01-28 00:00:00+00:00,104FKW_104FVW,0.13632288333333326,0.1754906255,2021
2021-01-29 00:00:00+00:00,104FKW_104FVW,0.1834687083333333,0.21027604079166667,2021
2021-01-30 00:00:00+00:00,104FKW_104FVW,0.17833334583333338,0.14651979060416667,2021
2021-01-31 00:00:00+00:00,104FKW_104FVW,0.1380625333333332,0.09374999929166666,2021
2021-02-01 00:00:00+00:00,104FKW_104FVW,0.12461450833333346,0.08102083375000001,2021
2021-02-02 00:00:00+00:00,104FKW_104FVW,0.12134375416666675,0.07858229166666666,2021
2021-02-03 00:00:00+00:00,104FKW_104FVW,0.13779159583333342,0.11316145836666665,2021
2021-02-04 00:00:00+00:00,104FKW_104FVW,0.17226037500000002,0.12781770897083333,2021
2021-02-05 00:00:00+00:00,104FKW_104FVW,0.1618333250000001,0.10677500033125,2021
2021-02-06 00:00:00+00:00,104FKW_104FVW,0.14204168333333336,0.09954270766666666,2021
2021-02-07 00:00:00+00:00,104FKW_104FVW,0.12387499583333325,0.08335833320833333,2021
2021-02-08 00:00:00+00:00,104FKW_104FVW,0.11718742916666686,0.062171875041666665,2021
2021-02-09 00:00:00+00:00,104FKW_104FVW,0.11630202916666665,0.061428125,2021
2021-02-10 00:00:00+00:00,104FKW_104FVW,0.11067702499999983,0.05581458341666667,2021
2021-02-11 00:00:00+00:00,104FKW_104FVW,0.10864581249999994,0.047333333375,2021
2021-02-12 00:00:00+00:00,104FKW_104FVW,0.11120834999999996,0.04760833320833333,2021
