TIME,STUWVAK,VERSCHIL,Q,year
2019-01-01 00:00:00+00:00,211C_211B,0.005895912499999953,0.4320239591666665,2019
2019-01-02 00:00:00+00:00,211C_211B,0.00394798333333346,0.40592395583333335,2019
2019-01-03 00:00:00+00:00,211C_211B,0.0030000666666666342,0.3773729183333333,2019
2019-01-04 00:00:00+00:00,211C_211B,0.003906249999999926,0.36828750666666665,2019
2019-01-05 00:00:00+00:00,211C_211B,0.005562570833333262,0.35803646166666664,2019
2019-01-06 00:00:00+00:00,211C_211B,0.004124870833333387,0.3309406258333333,2019
2019-01-07 00:00:00+00:00,211C_211B,0.004885324999999978,0.3058541620833333,2019
2019-01-08 00:00:00+00:00,211C_211B,0.008208333333333262,0.44238125,2019
2019-01-09 00:00:00+00:00,211C_211B,0.004354216666666651,0.4818645925,2019
2019-01-10 00:00:00+00:00,211C_211B,0.0029166916666666745,0.4335885391666667,2019
2019-01-11 00:00:00+00:00,211C_211B,0.004656204166666604,0.40814479666666653,2019
2019-01-12 00:00:00+00:00,211C_211B,0.006177058333333153,0.4776468758333333,2019
2019-01-13 00:00:00+00:00,211C_211B,0.010614587500000069,0.8261520804166667,2019
2019-01-14 00:00:00+00:00,211C_211B,0.010916616666666656,0.982129165,2019
2019-01-15 00:00:00+00:00,211C_211B,0.007166608333333231,0.8429135370833333,2019
2019-01-16 00:00:00+00:00,211C_211B,0.005708395833333307,0.7720947833333334,2019
2019-01-17 00:00:00+00:00,211C_211B,0.008781225000000005,0.8876979208333333,2019
2019-01-18 00:00:00+00:00,211C_211B,0.006343700000000026,0.84398228125,2019
2019-01-19 00:00:00+00:00,211C_211B,0.004656287500000096,0.74251978875,2019
2019-01-20 00:00:00+00:00,211C_211B,0.003447966666666469,0.5840406241666667,2019
2019-01-21 00:00:00+00:00,211C_211B,0.005187499999999863,0.6000927108333334,2019
2019-01-22 00:00:00+00:00,211C_211B,0.008552024999999927,0.5764447833333334,2019
2019-01-23 00:00:00+00:00,211C_211B,0.008020829166666688,0.431756245,2019
2019-01-24 00:00:00+00:00,211C_211B,0.0022291874999999703,0.4147416641666667,2019
2019-01-25 00:00:00+00:00,211C_211B,0.002291699999999971,0.4629604191666666,2019
2019-01-26 00:00:00+00:00,211C_211B,0.005281174999999953,0.64627188,2019
2019-01-27 00:00:00+00:00,211C_211B,0.008531266666666556,0.8941104129166667,2019
2019-01-28 00:00:00+00:00,211C_211B,0.010947895833333443,1.1432729316666663,2019
2019-01-29 00:00:00+00:00,211C_211B,0.006989529166666693,0.9536614666666666,2019
2019-01-30 00:00:00+00:00,211C_211B,0.006270825000000091,0.9823322958333334,2019
2019-01-31 00:00:00+00:00,211C_211B,0.007677016666666685,0.6233416633333333,2019
2019-02-01 00:00:00+00:00,211C_211B,0.006177049999999906,0.5037260380416666,2019
2019-02-02 00:00:00+00:00,211C_211B,0.012968716666666769,1.0565989666666666,2019
2019-02-03 00:00:00+00:00,211C_211B,0.01199997916666673,1.0434770870833334,2019
2019-02-04 00:00:00+00:00,211C_211B,0.011666729166666705,0.88615,2019
2019-02-05 00:00:00+00:00,211C_211B,0.008114629166666757,0.8093927133333333,2019
2019-02-06 00:00:00+00:00,211C_211B,0.007823004166666777,0.7742874920833334,2019
2019-02-07 00:00:00+00:00,211C_211B,0.015802074999999933,1.181500002916667,2019
2019-02-08 00:00:00+00:00,211C_211B,0.011843779166666532,0.99628333625,2019
2019-02-09 00:00:00+00:00,211C_211B,0.01412504583333333,0.9626854208333332,2019
2019-02-10 00:00:00+00:00,211C_211B,0.02359372083333333,1.4635593833333334,2019
2019-02-11 00:00:00+00:00,211C_211B,0.037635408333333384,2.749592695833333,2019
2019-02-12 00:00:00+00:00,211C_211B,0.01595834583333333,1.179430225,2019
2019-02-13 00:00:00+00:00,211C_211B,0.01121872500000006,0.9457020866666668,2019
2019-02-14 00:00:00+00:00,211C_211B,0.008822854166666616,0.7778416679166666,2019
2019-02-15 00:00:00+00:00,211C_211B,0.007822870833333365,0.6755656250000001,2019
2019-02-16 00:00:00+00:00,211C_211B,0.007062566666666788,0.6357812495833334,2019
2019-02-17 00:00:00+00:00,211C_211B,0.0061354666666666455,0.5319427104166666,2019
2019-02-18 00:00:00+00:00,211C_211B,0.005145804166666583,0.5230812483333334,2019
2019-02-19 00:00:00+00:00,211C_211B,0.006552083333333199,0.40373854375,2019
2019-02-20 00:00:00+00:00,211C_211B,0.005447816666666716,0.3508270830833333,2019
2019-02-21 00:00:00+00:00,211C_211B,0.006218708333333156,0.35894270875,2019
2019-02-22 00:00:00+00:00,211C_211B,0.0043436791666665595,0.3276406275,2019
2019-02-23 00:00:00+00:00,211C_211B,0.003458370833333261,0.3194104191666667,2019
2019-02-24 00:00:00+00:00,211C_211B,0.0038750208333333904,0.2892645833333333,2019
2019-02-25 00:00:00+00:00,211C_211B,0.004520824999999951,0.21006979258333333,2019
2019-02-26 00:00:00+00:00,211C_211B,0.005562479166666671,0.39332083125,2019
2019-02-27 00:00:00+00:00,211C_211B,0.006624962499999924,0.6448270845833334,2019
2019-02-28 00:00:00+00:00,211C_211B,0.005479112499999957,0.7502885379166666,2019
2019-03-01 00:00:00+00:00,211C_211B,0.005458324999999949,0.5978614537083333,2019
2019-03-02 00:00:00+00:00,211C_211B,0.002697866666666641,0.297214586625,2019
2019-03-03 00:00:00+00:00,211C_211B,0.002979158333333324,0.44287812583333336,2019
2019-03-04 00:00:00+00:00,211C_211B,0.00703124166666665,0.5554145816666667,2019
2019-03-05 00:00:00+00:00,211C_211B,0.0044791333333334595,0.4754354166666666,2019
2019-03-06 00:00:00+00:00,211C_211B,0.0011458999999999961,0.39195624916666666,2019
2019-03-07 00:00:00+00:00,211C_211B,0.005958275000000013,0.6298073029166666,2019
2019-03-08 00:00:00+00:00,211C_211B,0.006447937499999982,0.6724885379166666,2019
2019-03-09 00:00:00+00:00,211C_211B,0.007812441666666688,0.709723955,2019
2019-03-10 00:00:00+00:00,211C_211B,0.013479087500000042,1.1574250004166666,2019
2019-03-11 00:00:00+00:00,211C_211B,0.015791700000000002,1.155512514166667,2019
2019-03-12 00:00:00+00:00,211C_211B,0.006593729166666636,0.880122915,2019
2019-03-13 00:00:00+00:00,211C_211B,0.009374954166666746,0.9300583316666666,2019
2019-03-14 00:00:00+00:00,211C_211B,0.01706252500000005,1.4976562541666667,2019
2019-03-15 00:00:00+00:00,211C_211B,0.015666687499999925,1.5504677291666666,2019
2019-03-16 00:00:00+00:00,211C_211B,0.017020791666666885,1.7995656291666666,2019
2019-03-17 00:00:00+00:00,211C_211B,0.017479179166666674,1.6063781291666666,2019
2019-03-18 00:00:00+00:00,211C_211B,0.011260395833333344,1.259527095833333,2019
2019-03-19 00:00:00+00:00,211C_211B,0.007052087500000008,1.0071385445833334,2019
2019-03-20 00:00:00+00:00,211C_211B,0.004802045833333214,0.8773635395833334,2019
2019-03-21 00:00:00+00:00,211C_211B,0.006031199999999941,0.8403708404166667,2019
2019-03-22 00:00:00+00:00,211C_211B,0.0055208125000000274,0.7561916633333333,2019
2019-03-23 00:00:00+00:00,211C_211B,0.0035103958333334204,0.6167916641666666,2019
2019-03-24 00:00:00+00:00,211C_211B,0.0028333166666667147,0.391939585,2019
2019-03-25 00:00:00+00:00,211C_211B,0.005750016666666746,0.4501760441666667,2019
2019-03-26 00:00:00+00:00,211C_211B,0.003322891666666624,0.3425583345833333,2019
2019-03-27 00:00:00+00:00,211C_211B,0.003187479166666618,0.3390489570833333,2019
2019-03-28 00:00:00+00:00,211C_211B,0.0021457750000002385,0.3823500058333333,2019
2019-03-29 00:00:00+00:00,211C_211B,0.0020937291666666877,0.2828104181666667,2019
2019-03-30 00:00:00+00:00,211C_211B,0.0008437416666666012,0.26121562541666665,2019
2019-03-31 00:00:00+00:00,211C_211B,-0.002260416666666801,0.268894795,2019
2019-04-01 00:00:00+00:00,211C_211B,0.00028122083333341025,0.28837187404166664,2019
2019-04-02 00:00:00+00:00,211C_211B,0.00157285000000007,0.0976260419125,2019
2019-04-03 00:00:00+00:00,211C_211B,0.0016249624999999195,0.27453021,2019
2019-04-04 00:00:00+00:00,211C_211B,0.003354120833333344,0.5305208375,2019
2019-04-05 00:00:00+00:00,211C_211B,0.002645804166666636,0.4585364633333333,2019
2019-04-06 00:00:00+00:00,211C_211B,0.001979179166666678,0.4451270875,2019
2019-04-07 00:00:00+00:00,211C_211B,0.0012292166666666806,0.3864791675,2019
2019-04-08 00:00:00+00:00,211C_211B,0.0033333333333334467,0.35027708625,2019
2019-04-09 00:00:00+00:00,211C_211B,0.002697904166666709,0.38115000416666667,2019
2019-04-10 00:00:00+00:00,211C_211B,0.0022292166666666078,0.3339802116666667,2019
2019-04-11 00:00:00+00:00,211C_211B,0.002729137500000034,0.3536218783333333,2019
2019-04-12 00:00:00+00:00,211C_211B,0.0018436874999999688,0.3549125008333333,2019
2019-04-13 00:00:00+00:00,211C_211B,0.001885375000000152,0.3480781275,2019
2019-04-14 00:00:00+00:00,211C_211B,0.0014166499999999822,0.3434447908333333,2019
2019-04-15 00:00:00+00:00,211C_211B,0.0011666333333332595,0.19505416666666667,2019
2019-04-16 00:00:00+00:00,211C_211B,0.0008958791666667427,7.395833333333332e-05,2019
2019-04-17 00:00:00+00:00,211C_211B,0.0027187208333335025,0.05193437529166667,2019
2019-04-18 00:00:00+00:00,211C_211B,0.0007291458333332779,0.048707292125,2019
2019-04-19 00:00:00+00:00,211C_211B,0.0016666583333332745,0.03616041683333333,2019
2019-04-20 00:00:00+00:00,211C_211B,0.0006875083333333457,0.01729374996375,2019
2019-04-21 00:00:00+00:00,211C_211B,-0.000270758333333306,4.6875e-05,2019
